id,valor,peso,volumen,categoria
7699,5.45,23.97,22.86,tools
7700,65.09,17.69,7.73,tools
7701,19.9,37.8,29.36,clothing
7702,83.69,27.98,7.37,food
7703,43.59,29.02,23.84,clothing
7704,43.86,20.89,29.39,food
7705,56.41,18.67,29.04,food
7706,57.18,11.54,23.27,electronics
7707,48.64,21.08,16.7,clothing
7708,17.69,6.31,28.97,tools
7709,22.95,49.66,19.42,clothing
7710,85.06,2.04,2.82,food
7711,51.3,39.06,21.58,clothing
7712,76.42,21.43,28.83,medical
7713,76.39,47.02,9.77,tools
7714,52.38,42.19,30.35,tools
7715,59.21,44.58,21.08,electronics
7716,52.94,30.1,27.22,medical
7717,51.71,15.92,18.17,medical
7718,93.72,9.62,16.98,tools
7719,85.98,40.12,27.25,electronics
7720,82.15,20.35,18.22,medical
7721,49.73,18.66,11.77,clothing
7722,53.43,25.61,18.42,clothing
7723,30.79,24.35,14.65,tools
7724,23.41,17.36,6.16,food
7725,10.8,22.44,8.0,clothing
7726,99.21,12.06,9.45,medical
7727,68.01,45.3,14.47,electronics
7728,95.48,11.91,1.39,tools
7729,99.91,23.61,31.24,electronics
7730,78.68,2.92,15.86,electronics
7731,13.22,26.23,6.72,food
7732,30.82,20.59,19.67,tools
7733,16.89,35.7,8.8,clothing
7734,61.39,2.21,29.08,electronics
7735,84.85,44.11,16.58,medical
7736,62.05,11.23,6.3,medical
7737,26.9,49.65,6.05,clothing
7738,94.65,35.16,7.21,clothing
7739,26.93,7.85,31.67,food
7740,52.24,9.66,14.14,clothing
7741,24.75,2.73,32.59,medical
7742,83.33,36.93,28.86,tools
7743,5.66,34.95,13.18,food
7744,28.84,44.91,8.97,medical
7745,6.06,10.68,10.1,food
7746,69.87,31.98,21.96,clothing
7747,25.0,14.77,16.55,tools
7748,17.15,32.64,35.74,tools
7749,30.59,11.74,4.94,clothing
7750,81.09,32.44,15.5,tools
7751,50.36,21.63,26.69,clothing
7752,6.57,48.88,25.49,electronics
7753,40.11,35.6,12.98,food
7754,14.11,24.98,28.17,food
7755,49.04,33.77,17.97,tools
7756,35.7,35.95,25.54,medical
7757,23.83,48.52,38.76,medical
7758,54.63,18.77,8.96,food
7759,54.99,28.25,25.79,clothing
7760,8.61,30.56,24.93,clothing
7761,49.53,45.9,27.21,food
7762,69.38,4.93,15.52,food
7763,20.67,30.1,15.59,clothing
7764,83.31,21.61,14.47,electronics
7765,79.04,34.37,29.37,food
7766,36.5,20.41,17.94,clothing
7767,43.45,33.88,2.44,medical
7768,26.2,15.59,17.28,tools
7769,87.73,41.61,23.5,clothing
7770,45.71,7.97,23.76,clothing
7771,13.46,36.8,10.01,electronics
7772,22.59,8.19,19.32,food
7773,19.51,16.94,23.07,medical
7774,27.99,34.17,12.5,clothing
7775,69.28,21.32,24.27,electronics
7776,63.43,45.93,12.27,food
7777,57.85,18.05,31.73,electronics
7778,44.4,22.34,26.84,electronics
7779,23.85,24.03,21.03,food
7780,7.97,8.33,34.23,tools
7781,67.91,37.08,37.85,food
7782,41.12,19.43,27.63,food
7783,38.34,20.14,31.99,food
7784,73.38,41.51,7.63,food
7785,32.08,25.74,11.45,food
7786,61.85,4.2,27.03,tools
7787,80.71,29.43,2.3,tools
7788,33.72,26.45,16.46,tools
7789,76.04,11.19,34.5,food
7790,44.27,15.91,30.46,clothing
7791,89.22,31.77,8.71,medical
7792,53.84,31.09,25.57,electronics
7793,13.68,49.59,32.0,clothing
7794,68.74,30.37,20.33,medical
7795,32.8,46.95,28.58,electronics
7796,65.66,28.4,1.56,electronics
7797,76.37,40.92,28.92,medical
7798,46.36,29.16,12.71,medical
7799,80.31,34.74,38.77,clothing
7800,46.85,27.91,3.22,electronics
7801,17.42,47.23,2.17,electronics
7802,41.95,17.89,39.51,clothing
7803,23.18,27.57,35.86,medical
7804,47.04,30.08,36.97,clothing
7805,52.73,48.86,11.66,electronics
7806,38.7,30.71,16.73,electronics
7807,63.8,25.66,16.41,electronics
7808,10.49,12.75,20.95,clothing
7809,66.27,41.61,16.21,medical
7810,81.21,47.66,7.45,food
7811,33.33,43.87,14.97,clothing
7812,43.54,17.17,39.87,food
7813,82.92,34.62,16.17,food
7814,52.92,4.11,21.32,tools
7815,24.91,43.52,17.36,electronics
7816,41.27,1.03,12.69,tools
7817,25.13,20.72,18.21,medical
7818,45.88,45.79,5.78,tools
7819,45.47,10.13,5.52,electronics
7820,9.21,37.97,29.35,medical
7821,71.38,48.97,22.5,medical
7822,72.47,35.84,28.37,clothing
7823,90.78,3.18,31.73,electronics
7824,16.65,26.54,9.64,food
7825,40.42,42.41,17.22,medical
7826,5.12,40.93,21.11,electronics
7827,76.17,38.55,2.01,clothing
7828,37.18,42.87,8.53,clothing
7829,6.1,49.58,35.49,tools
7830,22.51,15.42,14.8,medical
7831,13.99,27.56,36.54,clothing
7832,10.21,37.64,26.51,tools
7833,61.79,30.77,31.06,tools
7834,23.02,20.66,31.59,electronics
7835,8.44,18.46,5.71,tools
7836,68.83,37.25,24.13,clothing
7837,44.12,22.46,20.56,medical
7838,12.3,1.38,1.45,electronics
7839,62.98,8.23,34.18,food
7840,76.37,47.44,34.13,electronics
7841,6.64,46.0,28.38,clothing
7842,45.14,8.53,24.05,food
7843,82.21,4.64,8.59,clothing
7844,38.54,48.12,2.64,electronics
7845,8.93,3.56,39.69,food
7846,50.41,34.13,37.49,medical
7847,52.12,26.59,14.6,food
7848,73.05,13.49,1.27,medical
7849,15.09,34.83,35.96,food
7850,90.99,39.66,29.89,tools
7851,66.72,45.93,39.79,clothing
7852,99.68,19.16,3.86,electronics
7853,51.59,5.57,5.3,clothing
7854,46.0,41.74,3.48,tools
7855,90.43,33.69,6.14,food
7856,88.11,31.11,24.74,food
7857,23.59,9.92,14.93,clothing
7858,78.05,29.46,36.7,tools
7859,45.77,8.38,5.49,electronics
7860,82.52,17.7,17.79,clothing
7861,71.61,49.83,32.8,tools
7862,88.74,35.49,25.7,clothing
7863,77.47,43.15,2.89,electronics
7864,39.13,17.85,4.47,food
7865,76.68,42.28,31.91,tools
7866,54.29,20.84,11.69,tools
7867,94.44,44.61,30.98,electronics
7868,29.24,40.02,16.88,tools
7869,88.26,35.37,27.98,medical
7870,91.17,13.58,32.37,clothing
7871,84.87,14.39,22.99,electronics
7872,31.65,43.89,2.16,medical
7873,6.1,34.33,34.14,electronics
7874,83.72,45.67,2.35,food
7875,70.77,23.38,14.28,medical
7876,61.44,11.8,25.11,clothing
7877,91.88,18.07,26.5,medical
7878,29.5,30.81,11.69,electronics
7879,18.59,31.31,1.63,clothing
7880,39.11,46.57,39.88,medical
7881,91.23,9.78,34.07,clothing
7882,32.33,20.91,16.23,tools
7883,88.42,40.51,8.61,tools
7884,42.12,42.98,12.14,food
7885,54.82,31.87,5.82,electronics
7886,68.87,19.39,21.23,clothing
7887,91.13,7.6,31.51,medical
7888,17.3,40.53,38.34,tools
7889,16.49,20.12,6.35,clothing
7890,42.91,1.39,8.4,clothing
7891,54.6,14.23,37.71,clothing
7892,61.48,31.94,31.66,medical
7893,50.9,3.25,16.44,medical
7894,19.95,25.38,20.15,electronics
7895,9.26,4.08,15.19,medical
7896,95.43,11.11,28.96,food
7897,35.62,14.4,38.48,electronics
7898,19.38,41.56,16.22,tools
7899,5.07,16.73,33.64,clothing
7900,34.35,20.13,3.44,food
7901,15.26,47.83,3.21,food
7902,5.78,18.64,29.55,food
7903,36.39,38.61,8.35,tools
7904,53.93,19.2,17.13,electronics
7905,63.2,41.64,9.97,food
7906,28.01,7.22,29.0,tools
7907,5.63,5.17,6.73,clothing
7908,30.73,13.65,30.02,tools
7909,80.32,14.58,28.24,tools
7910,31.7,2.52,36.23,medical
7911,53.64,14.0,36.37,food
7912,69.69,32.12,35.16,medical
7913,61.22,27.66,27.88,electronics
7914,9.29,8.28,37.19,medical
7915,93.4,8.22,4.62,medical
7916,64.16,28.73,27.58,clothing
7917,12.68,6.34,1.6,tools
7918,81.38,28.78,6.87,electronics
7919,20.45,21.01,39.74,clothing
7920,78.37,37.99,17.97,food
7921,69.53,18.72,19.47,electronics
7922,78.75,43.68,34.81,medical
7923,25.25,35.41,20.59,clothing
7924,18.65,37.7,39.69,food
7925,34.88,15.48,8.24,electronics
7926,24.25,6.72,36.06,clothing
7927,69.56,38.1,22.59,electronics
7928,9.38,13.23,14.12,food
7929,57.63,26.84,20.92,medical
7930,20.09,49.36,18.21,medical
7931,46.34,45.84,28.64,clothing
7932,17.21,27.75,20.31,electronics
7933,72.14,41.56,18.42,food
7934,10.28,24.16,9.1,food
7935,73.09,20.11,15.04,food
7936,14.76,39.08,28.66,medical
7937,17.2,33.18,2.34,electronics
7938,72.63,47.09,11.02,electronics
7939,25.89,32.14,5.75,medical
7940,12.75,46.18,14.86,clothing
7941,79.9,30.28,37.32,electronics
7942,72.24,16.28,37.33,food
7943,11.57,39.99,34.16,tools
7944,82.02,34.49,15.13,food
7945,82.78,44.47,31.63,medical
7946,20.64,22.17,25.0,tools
7947,13.76,37.75,30.11,electronics
7948,26.5,15.77,24.39,electronics
7949,75.19,27.59,14.88,clothing
7950,73.11,31.72,29.61,clothing
7951,53.13,42.06,19.57,medical
7952,10.1,35.82,37.29,food
7953,15.98,29.06,6.98,clothing
7954,29.24,23.36,39.13,food
7955,53.92,25.06,12.25,tools
7956,95.49,11.32,5.58,food
7957,22.69,43.68,13.54,clothing
7958,8.89,44.11,1.54,medical
7959,24.64,6.77,13.18,clothing
7960,25.74,20.42,19.07,medical
7961,49.8,43.07,10.98,medical
7962,6.71,20.73,17.03,electronics
7963,43.21,1.18,38.71,medical
7964,96.42,7.82,34.34,clothing
7965,85.99,6.89,38.72,clothing
7966,17.07,29.47,37.19,clothing
7967,44.46,47.96,7.44,clothing
7968,80.06,38.37,6.21,electronics
7969,72.29,11.56,9.03,tools
7970,91.1,36.37,15.05,clothing
7971,99.84,22.11,7.48,tools
7972,90.51,20.64,38.7,tools
7973,89.31,27.61,39.55,tools
7974,22.26,13.37,36.65,food
7975,99.86,26.53,29.35,clothing
7976,88.44,28.56,5.39,clothing
7977,67.49,49.09,32.14,electronics
7978,14.32,48.38,8.07,tools
7979,87.93,37.72,19.24,tools
7980,50.01,35.67,12.97,food
7981,79.98,13.37,38.04,tools
7982,12.9,21.13,14.18,electronics
7983,92.94,37.17,32.99,electronics
7984,59.41,13.64,3.86,food
7985,52.47,37.98,36.93,food
7986,77.49,21.1,36.47,medical
7987,36.96,25.33,20.07,medical
7988,45.63,25.13,20.04,clothing
7989,24.91,39.63,17.58,food
7990,84.18,16.12,19.94,clothing
7991,11.93,17.96,31.2,clothing
7992,7.23,27.84,22.23,electronics
7993,22.02,39.54,34.34,food
7994,24.05,30.74,27.5,medical
7995,85.7,6.63,34.77,tools
7996,13.93,5.02,24.78,electronics
7997,34.26,48.38,13.0,food
7998,76.19,21.22,10.79,clothing
7999,19.85,4.65,39.72,clothing
8000,6.21,1.12,29.32,medical
8001,14.24,46.75,31.32,electronics
8002,83.42,35.5,1.72,clothing
8003,59.22,5.39,39.27,medical
8004,26.3,33.41,2.04,medical
8005,63.24,29.04,19.01,food
8006,41.77,9.89,2.43,medical
8007,16.23,40.25,30.71,medical
8008,22.21,15.97,27.31,tools
8009,39.56,40.12,23.14,medical
8010,98.19,44.89,36.54,clothing
8011,98.5,6.07,33.93,electronics
8012,39.38,34.42,25.1,food
8013,77.98,24.96,1.28,tools
8014,69.72,16.1,25.12,medical
8015,69.21,11.07,32.53,medical
8016,5.44,48.35,17.54,electronics
8017,43.6,28.04,21.91,clothing
8018,44.91,4.08,37.19,clothing
8019,37.59,30.64,8.82,electronics
8020,52.59,49.33,19.68,clothing
8021,32.87,11.41,28.18,food
8022,99.32,21.13,11.59,medical
8023,9.85,19.75,6.86,medical
8024,84.77,33.23,35.52,electronics
8025,61.48,40.62,32.14,electronics
8026,54.23,33.14,16.1,clothing
8027,29.63,29.59,11.34,medical
8028,75.74,18.09,33.84,food
8029,31.13,22.72,10.86,electronics
8030,66.54,36.13,6.06,tools
8031,78.59,12.83,20.31,clothing
8032,66.51,28.4,11.64,clothing
8033,63.06,16.43,9.85,clothing
8034,29.58,44.0,10.24,electronics
8035,31.57,43.48,2.27,medical
8036,54.87,19.36,21.75,food
8037,74.29,19.22,16.71,food
8038,22.72,30.75,10.66,clothing
8039,41.08,48.82,21.47,electronics
8040,82.09,2.43,9.64,food
8041,10.26,40.34,11.72,electronics
8042,5.12,44.12,9.52,electronics
8043,84.65,16.4,2.79,food
8044,43.72,26.31,34.9,medical
8045,65.01,22.16,8.88,electronics
8046,92.83,23.9,26.26,electronics
8047,70.71,49.89,38.2,medical
8048,87.06,37.53,10.66,food
8049,90.83,10.63,31.57,clothing
8050,50.08,6.46,24.19,tools
8051,72.33,38.14,12.06,tools
8052,10.07,5.35,7.98,medical
8053,46.44,24.66,21.8,clothing
8054,36.15,20.2,39.09,electronics
8055,61.23,23.61,23.07,medical
8056,24.21,10.62,10.21,tools
8057,45.58,13.92,9.38,electronics
8058,47.48,33.11,11.51,medical
8059,55.17,11.31,14.31,electronics
8060,68.52,38.66,27.76,medical
8061,8.01,38.27,2.13,medical
8062,86.77,24.05,17.88,medical
8063,10.74,5.17,34.0,clothing
8064,69.62,6.87,7.24,food
8065,27.72,36.22,36.98,food
8066,59.15,7.24,20.19,electronics
8067,39.57,32.59,21.32,electronics
8068,96.2,6.02,29.72,food
8069,91.38,13.17,17.04,clothing
8070,47.36,17.39,28.04,tools
8071,51.48,4.24,2.75,medical
8072,85.28,18.8,35.57,medical
8073,30.4,25.3,38.66,clothing
8074,24.47,27.35,26.17,medical
8075,55.44,14.18,38.79,tools
8076,26.66,26.36,30.98,medical
8077,25.24,46.56,13.81,electronics
8078,70.56,1.35,12.35,electronics
8079,63.92,24.48,21.05,clothing
8080,5.94,6.77,18.62,clothing
8081,28.26,33.5,16.21,electronics
8082,28.34,47.46,17.69,clothing
8083,35.93,31.58,33.32,electronics
8084,99.42,44.55,22.48,clothing
8085,90.6,49.83,23.92,tools
8086,23.99,10.12,25.4,medical
8087,64.5,19.22,1.2,electronics
8088,19.68,31.35,31.47,tools
8089,75.61,8.79,33.5,tools
8090,90.4,30.75,24.33,clothing
8091,43.21,10.6,1.83,clothing
8092,83.14,9.09,10.59,medical
8093,38.5,48.48,39.16,tools
8094,46.82,32.49,5.58,electronics
8095,31.14,39.95,3.34,food
8096,69.85,11.22,7.37,tools
8097,18.87,48.76,24.76,food
8098,13.87,48.84,13.73,tools
8099,32.76,10.82,26.91,clothing
8100,18.3,2.91,39.87,medical
8101,93.66,7.19,36.43,electronics
8102,55.19,7.1,28.03,clothing
8103,27.56,48.42,36.47,electronics
8104,33.25,15.11,18.48,clothing
8105,39.1,38.07,19.93,medical
8106,89.07,29.76,21.49,food
8107,30.74,36.12,25.89,electronics
8108,27.49,41.66,15.62,tools
8109,55.9,24.81,34.52,food
8110,77.65,43.65,18.03,electronics
8111,85.94,29.76,34.85,tools
8112,52.92,10.05,15.13,medical
8113,70.13,38.93,31.55,tools
8114,36.97,17.58,2.6,tools
8115,94.0,7.07,17.51,clothing
8116,36.19,15.86,29.93,medical
8117,41.83,34.09,14.2,electronics
8118,53.69,14.8,29.84,electronics
8119,75.02,26.01,6.31,electronics
8120,32.37,35.88,2.6,electronics
8121,7.54,46.71,17.11,electronics
8122,37.93,18.26,28.21,food
8123,39.99,17.3,20.92,tools
8124,53.24,35.88,26.9,medical
8125,46.67,17.16,18.43,medical
8126,64.62,46.75,11.59,clothing
8127,88.02,19.13,35.3,tools
8128,16.99,26.2,6.79,electronics
8129,74.98,40.8,10.68,clothing
8130,49.64,2.89,20.24,electronics
8131,88.05,44.74,24.39,electronics
8132,57.0,16.22,27.83,medical
8133,48.88,13.99,29.07,tools
8134,46.46,7.5,27.43,electronics
8135,79.87,33.29,20.05,food
8136,36.34,29.72,14.4,tools
8137,93.36,39.05,17.81,electronics
8138,64.29,39.77,15.65,tools
8139,79.31,45.65,39.44,medical
8140,19.01,24.65,15.06,tools
8141,94.48,41.03,37.99,food
8142,31.25,25.33,37.23,tools
8143,10.31,14.86,15.22,clothing
8144,27.86,15.2,14.87,electronics
8145,89.33,18.81,17.97,food
8146,96.03,21.77,22.77,food
8147,24.34,39.92,37.18,medical
8148,71.44,43.17,17.17,clothing
8149,10.13,41.2,24.9,tools
8150,33.64,40.37,23.64,tools
8151,52.76,38.2,2.98,food
8152,12.55,5.35,36.52,medical
8153,58.12,38.53,4.65,clothing
8154,48.4,12.34,16.25,medical
8155,89.28,39.14,25.03,food
8156,87.68,33.74,17.39,clothing
8157,59.7,48.21,21.19,clothing
8158,56.9,32.67,1.95,tools
8159,8.17,19.22,30.74,food
8160,61.74,5.55,15.41,food
8161,21.46,8.93,12.12,tools
8162,63.05,10.3,27.44,food
8163,72.22,47.08,17.9,medical
8164,60.81,10.06,1.1,food
8165,56.62,32.18,21.23,tools
8166,58.16,31.13,21.6,electronics
8167,95.5,23.04,4.87,medical
8168,78.43,22.18,10.69,electronics
8169,88.66,40.41,29.83,clothing
8170,27.1,26.11,4.62,electronics
8171,22.7,38.53,17.96,medical
8172,31.42,36.67,17.11,electronics
8173,85.58,13.63,26.28,food
8174,77.82,38.48,30.7,clothing
8175,82.94,20.92,18.25,electronics
8176,54.24,34.47,22.44,medical
8177,83.35,15.82,24.77,food
8178,34.55,26.8,26.89,electronics
8179,93.57,13.6,32.8,food
8180,98.36,28.88,28.42,food
8181,13.73,17.02,32.52,medical
8182,34.54,8.06,24.99,tools
8183,94.45,31.7,31.9,clothing
8184,77.11,42.5,37.61,medical
8185,30.49,47.8,16.16,medical
8186,68.43,40.58,3.49,tools
8187,67.82,27.35,33.75,clothing
8188,79.24,8.15,26.93,food
8189,30.3,28.45,6.36,tools
8190,26.52,11.18,19.95,clothing
8191,78.49,3.61,16.09,tools
8192,24.36,21.27,36.88,clothing
8193,96.55,25.29,10.54,electronics
8194,79.79,17.07,16.02,electronics
8195,69.2,23.02,16.58,electronics
8196,83.44,23.56,16.03,tools
8197,10.14,18.28,3.62,food
8198,92.07,32.22,19.68,medical
8199,29.81,13.52,24.46,food
8200,96.97,45.86,7.46,tools
8201,39.93,6.26,38.52,electronics
8202,23.32,13.31,10.87,tools
8203,10.84,8.4,39.25,clothing
8204,45.97,13.25,28.9,electronics
8205,18.04,13.23,4.23,clothing
8206,13.81,48.58,14.56,tools
8207,81.42,21.03,25.47,food
8208,26.26,44.08,22.35,tools
8209,56.63,31.67,39.57,food
8210,84.13,35.77,20.53,medical
8211,90.41,21.13,39.81,food
8212,86.15,33.91,27.98,tools
8213,79.04,7.31,8.97,tools
8214,5.15,2.99,39.29,clothing
8215,63.48,4.79,33.12,tools
8216,8.63,8.4,24.52,clothing
8217,30.39,23.5,33.71,electronics
8218,60.14,38.56,15.11,clothing
8219,6.99,42.51,19.45,food
8220,38.38,31.4,4.73,tools
8221,81.17,11.56,36.24,clothing
8222,83.05,3.19,37.74,tools
8223,64.61,24.48,35.98,electronics
8224,16.73,2.97,4.0,clothing
8225,76.36,44.96,39.16,tools
8226,43.14,29.8,12.21,food
8227,83.2,6.4,39.94,food
8228,96.81,8.59,12.05,tools
8229,62.91,22.73,10.71,tools
8230,22.06,21.82,14.7,tools
8231,21.68,10.86,4.37,medical
8232,96.96,17.65,1.86,food
8233,28.8,16.97,14.2,medical
8234,48.41,7.8,3.11,food
8235,43.49,44.69,30.15,food
8236,48.2,16.39,1.3,electronics
8237,90.82,42.43,36.78,medical
8238,57.24,3.04,23.58,electronics
8239,48.92,4.72,3.77,food
8240,12.91,26.6,34.13,medical
8241,87.6,30.34,32.6,food
8242,39.67,39.99,23.4,food
8243,77.22,46.03,1.65,electronics
8244,30.9,14.81,23.73,electronics
8245,96.99,43.67,17.33,medical
8246,82.68,44.92,23.69,food
8247,18.8,6.31,21.59,tools
8248,19.05,9.66,27.65,medical
8249,76.24,39.42,25.5,electronics
8250,75.23,29.1,6.56,tools
8251,33.94,42.95,26.45,tools
8252,35.68,15.93,20.67,electronics
8253,14.36,30.73,8.42,medical
8254,78.6,36.45,9.75,medical
8255,24.29,12.67,13.31,electronics
8256,71.49,10.48,28.32,tools
8257,5.28,41.16,36.09,tools
8258,43.53,49.55,10.1,medical
8259,8.14,32.69,4.74,medical
8260,6.02,48.37,11.51,tools
8261,15.58,10.01,28.45,clothing
8262,21.11,45.03,33.55,food
8263,86.95,46.1,25.48,clothing
8264,75.76,5.53,26.04,clothing
8265,40.54,26.93,18.71,clothing
8266,47.22,2.8,24.57,medical
8267,95.42,12.6,27.89,clothing
8268,27.7,38.41,3.7,tools
8269,70.13,36.33,35.81,clothing
8270,12.98,19.54,30.99,food
8271,28.5,32.87,20.04,food
8272,99.53,19.41,26.1,tools
8273,54.32,35.96,11.05,electronics
8274,9.1,18.17,28.98,electronics
8275,93.17,43.64,33.29,electronics
8276,59.24,46.64,15.38,tools
8277,68.07,42.77,39.63,electronics
8278,5.64,13.79,8.02,tools
8279,49.55,44.16,13.49,food
8280,66.99,36.34,18.56,clothing
8281,67.86,8.85,2.02,food
8282,97.93,41.68,26.65,tools
8283,16.52,22.37,34.57,tools
8284,75.25,2.29,24.65,food
8285,46.42,1.16,26.32,clothing
8286,31.44,29.02,32.77,tools
8287,67.1,3.4,35.02,food
8288,52.46,20.9,7.56,tools
8289,37.75,42.36,27.06,clothing
8290,48.87,41.34,34.19,tools
8291,13.04,33.88,19.1,medical
8292,53.12,44.17,4.92,clothing
8293,36.91,32.73,31.14,clothing
8294,91.33,15.99,2.1,medical
8295,47.71,32.15,38.51,electronics
8296,42.08,40.11,27.75,clothing
8297,82.66,8.32,14.81,tools
8298,97.24,19.05,10.37,clothing
8299,93.71,33.48,32.09,clothing
8300,79.33,30.88,14.72,tools
8301,52.12,6.19,19.21,electronics
8302,88.53,36.4,17.23,medical
8303,22.97,27.53,22.49,tools
8304,51.56,25.34,20.87,electronics
8305,52.42,30.75,15.58,clothing
8306,93.21,33.67,37.86,clothing
8307,34.16,27.32,15.54,clothing
8308,59.98,24.01,5.84,electronics
8309,18.74,2.77,4.13,food
8310,10.85,19.62,10.91,clothing
8311,16.69,19.69,20.15,clothing
8312,13.46,21.59,23.83,food
8313,25.03,12.71,2.47,tools
8314,28.3,28.2,22.72,tools
8315,35.49,20.27,6.17,medical
8316,40.52,12.54,33.88,food
8317,45.23,9.41,6.29,electronics
8318,78.68,47.85,10.89,clothing
8319,16.77,10.13,7.15,clothing
8320,86.18,29.87,12.32,electronics
8321,16.61,12.31,38.97,food
8322,18.06,11.83,18.18,medical
8323,53.51,17.45,37.38,food
8324,58.93,14.57,29.13,medical
8325,40.48,38.14,26.29,electronics
8326,35.94,24.64,26.75,medical
8327,79.19,28.56,18.89,food
8328,12.05,7.15,12.75,electronics
8329,65.87,11.11,10.66,tools
8330,11.53,17.19,14.72,clothing
8331,18.37,48.47,7.16,clothing
8332,30.81,2.7,31.7,medical
8333,61.19,42.88,18.58,electronics
8334,99.22,10.14,24.86,food
8335,23.95,5.92,21.9,medical
8336,97.77,40.52,21.95,electronics
8337,6.57,29.06,11.62,clothing
8338,66.11,14.36,32.27,tools
8339,79.66,4.31,12.69,medical
8340,79.05,30.06,11.16,food
8341,38.14,42.23,6.86,tools
8342,15.15,26.7,3.77,clothing
8343,88.34,31.13,24.84,clothing
8344,65.94,11.49,7.07,clothing
8345,28.31,22.97,38.18,food
8346,55.22,40.03,35.62,tools
8347,14.57,16.92,20.48,food
8348,33.46,19.1,3.08,tools
8349,87.71,42.02,12.17,food
8350,41.51,15.79,37.69,electronics
8351,31.96,49.47,1.13,food
8352,96.34,41.7,14.33,electronics
8353,80.34,31.53,28.13,food
8354,68.04,28.91,1.15,tools
8355,76.32,13.06,12.51,electronics
8356,41.57,45.74,36.81,clothing
8357,92.96,41.83,11.11,tools
8358,73.47,3.48,2.98,food
8359,93.0,26.75,39.43,tools
8360,46.94,49.77,14.94,medical
8361,23.04,7.54,11.13,tools
8362,75.32,1.02,7.65,electronics
8363,65.15,24.89,16.58,medical
8364,53.89,45.37,14.16,electronics
8365,68.12,5.21,29.55,electronics
8366,30.63,10.4,27.29,medical
8367,42.25,36.81,1.48,clothing
8368,37.35,47.08,32.2,tools
8369,36.23,22.12,30.6,electronics
8370,57.43,22.52,24.89,electronics
8371,74.07,27.89,23.07,electronics
8372,21.88,40.35,24.11,food
8373,13.14,29.66,5.53,tools
8374,66.79,8.84,23.73,clothing
8375,30.68,6.53,5.3,tools
8376,76.35,11.6,21.02,electronics
8377,70.87,20.44,23.51,food
8378,60.15,14.94,7.57,electronics
8379,19.61,45.38,33.33,tools
8380,15.27,15.8,2.68,tools
8381,63.83,25.8,12.81,electronics
8382,46.4,49.0,21.03,clothing
8383,42.15,18.84,12.59,tools
8384,70.65,8.2,8.28,clothing
8385,16.84,33.44,18.83,electronics
8386,95.2,47.63,36.61,electronics
8387,95.88,35.0,23.49,electronics
8388,23.18,8.33,5.43,tools
8389,89.78,5.82,3.4,electronics
8390,88.85,11.67,15.01,clothing
8391,77.91,44.47,10.2,food
8392,56.6,46.77,38.94,food
8393,19.02,36.6,29.66,electronics
8394,42.48,47.19,19.59,tools
8395,64.82,49.95,7.17,food
8396,34.75,46.93,38.73,electronics
8397,20.1,27.31,18.2,tools
8398,82.29,24.23,2.16,food
8399,63.81,36.86,26.42,clothing
8400,76.37,25.18,28.54,medical
8401,72.29,45.59,12.79,clothing
8402,71.58,44.89,20.47,food
8403,12.13,22.99,14.18,electronics
8404,85.07,3.54,10.4,food
8405,71.4,44.24,15.44,tools
8406,6.77,33.99,32.35,clothing
8407,72.9,25.16,36.77,electronics
8408,80.84,40.41,6.37,electronics
8409,22.37,17.97,35.53,medical
8410,75.77,33.65,21.74,food
8411,61.39,24.78,33.92,food
8412,60.19,16.63,8.23,clothing
8413,67.47,40.44,7.6,clothing
8414,59.77,45.48,26.28,food
8415,78.82,23.51,26.39,clothing
8416,7.03,44.35,29.77,tools
8417,31.05,32.88,10.06,medical
8418,78.46,12.32,21.32,clothing
8419,39.89,12.53,33.0,medical
8420,69.76,30.07,27.3,food
8421,35.28,16.31,19.24,tools
8422,37.89,40.94,39.35,tools
8423,52.08,19.37,29.21,clothing
8424,92.29,45.22,23.09,clothing
8425,62.9,39.83,16.58,electronics
8426,48.33,25.72,28.47,medical
8427,16.9,4.46,22.33,tools
8428,82.13,45.69,14.98,clothing
8429,79.21,13.6,11.9,electronics
8430,31.4,9.39,36.11,clothing
8431,36.62,5.94,32.87,food
8432,72.26,37.38,24.88,electronics
8433,32.94,29.51,9.12,electronics
8434,15.42,37.64,37.03,tools
8435,7.46,21.13,13.04,tools
8436,68.89,48.89,32.46,medical
8437,26.79,38.06,29.63,tools
8438,94.56,17.42,2.19,tools
8439,51.67,25.33,36.94,food
8440,18.36,13.78,17.37,medical
8441,85.11,39.56,19.18,tools
8442,99.34,10.74,38.28,food
8443,25.57,41.45,5.37,clothing
8444,12.62,4.09,31.91,clothing
8445,82.52,33.04,23.24,food
8446,38.56,43.18,27.32,electronics
8447,88.35,47.76,5.68,food
8448,46.92,16.54,23.67,food
8449,76.95,25.4,32.85,tools
8450,13.33,30.71,38.2,food
8451,99.1,6.15,1.63,clothing
8452,52.87,8.94,10.39,medical
8453,74.54,17.38,38.87,electronics
8454,68.97,2.29,10.16,clothing
8455,14.07,40.26,10.49,medical
8456,33.29,47.64,28.9,tools
8457,92.18,7.32,20.53,electronics
8458,12.2,13.39,22.21,medical
8459,9.33,26.37,38.93,tools
8460,45.34,27.96,21.79,food
8461,22.45,4.15,23.15,clothing
8462,50.43,45.82,1.42,food
8463,96.45,14.73,26.12,medical
8464,29.3,36.49,12.96,food
8465,14.92,21.16,3.59,tools
